V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of evening visits to a bar in the last month_codelist,Number of evening visits to a bar in the last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
5.956865959,5.045754979,551,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,45-54,,Female
5.053623514,3.154782733,830,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,55-64,,Female
4.400924827,2.044052606,1650,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,55-64,,Female
1.371353575,1.373208731,464,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,55-64,,Female
0.992350173,0.993087094,685,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,65-74,,Female
0.558591858,0.558014528,1908,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,65-74,,Female
1.235445038,1.237432345,287,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,267,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,1995,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,93,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,75+,,Female
27.42774683,13.40075802,366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,16-24,,Male
28.92386026,12.91536084,473,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,16-24,,Male
20.05633277,8.373591586,385,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,16-24,,Male
8.483017819,2.436450234,4787,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,16+,,Male
6.66930521,1.679716551,7732,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,16+,,Male
8.047762783,2.0441676,3906,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,16+,,Male
7.047238312,3.508245526,817,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,25-34,,Male
5.771560473,3.520148259,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,25-34,,Male
8.167439481,3.50411241,660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,25-34,,Male
2.444342686,1.446899057,932,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,35-44,,Male
3.781120075,1.790222734,1153,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,35-44,,Male
10.18879196,6.898784239,601,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,35-44,,Male
14.51310486,7.341617283,945,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,45-54,,Male
6.510908105,2.553230108,1251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,45-54,,Male
5.544676066,2.995372485,734,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,45-54,,Male
0,0,794,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,55-64,,Male
3.104284941,1.889427163,1214,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,55-64,,Male
1.377379022,1.37878975,712,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,55-64,,Male
0.594753192,0.595363724,656,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,65-74,,Male
2.807700345,1.444637493,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,65-74,,Male
0.565523519,0.565896748,582,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,65-74,,Male
0,0,277,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault with injury,,75+,,Male
0,0,1390,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with injury,,75+,,Male
0,0,232,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault with injury,,75+,,Male
34.52717692,11.08176509,819,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16-24,,All adults
38.36491675,8.571363504,1045,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16-24,,All adults
57.71109978,14.40310594,722,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16-24,,All adults
20.38346867,2.515772455,10366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16+,,All adults
16.59183766,1.598624466,18467,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16+,,All adults
29.9567593,3.828133628,6566,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16+,,All adults
22.71615496,5.131323631,1882,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,25-34,,All adults
20.04262426,4.118721186,2251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,25-34,,All adults
34.95361554,8.695796363,1173,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,25-34,,All adults
14.89829705,3.706157871,2057,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,35-44,,All adults
24.00082794,4.510471186,2740,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,35-44,,All adults
21.37307103,7.323390227,1016,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,35-44,,All adults
30.34276965,6.773789001,2099,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,45-54,,All adults
24.19744378,5.342504251,2808,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,45-54,,All adults
22.99425127,5.771274909,1285,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,45-54,,All adults
12.24943088,5.336022774,1624,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,55-64,,All adults
7.998692367,1.911913496,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,55-64,,All adults
22.53770059,7.674267097,1176,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,55-64,,All adults
4.750996004,2.761856328,1341,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,65-74,,All adults
5.940017447,1.600835522,3374,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,65-74,,All adults
11.48094788,6.671758764,869,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,65-74,,All adults
3.519025,2.035759838,544,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,75+,,All adults
1.384028575,0.64546844,3385,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,75+,,All adults
0,0,325,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,75+,,All adults
20.68750024,11.74814506,453,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16-24,,Female
19.47820011,6.806657436,572,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16-24,,Female
18.15160467,7.223110161,337,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16-24,,Female
15.55167449,2.892525247,5579,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16+,,Female
13.77825019,1.865339549,10735,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16+,,Female
16.44840057,3.252371684,2660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16+,,Female
18.47431994,7.171897471,1065,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,25-34,,Female
21.38911555,5.217506296,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,25-34,,Female
19.77049954,8.000219564,513,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,25-34,,Female
10.71615241,4.069526099,1125,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,35-44,,Female
22.33709602,5.038280156,1587,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,35-44,,Female
16.18191622,8.456570655,415,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,35-44,,Female
22.25860798,7.161503748,1154,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,45-54,,Female
24.03932555,8.24310673,1557,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,45-54,,Female
13.36027202,7.065327931,551,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,45-54,,Female
12.59806117,6.280632378,830,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,55-64,,Female
8.339556889,2.596715753,1650,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,55-64,,Female
24.55231795,10.97469625,464,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,55-64,,Female
7.232041759,5.274127333,685,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,65-74,,Female
3.475820485,1.615398904,1908,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,65-74,,Female
3.703321706,2.764526396,287,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,65-74,,Female
2.341984868,2.342023257,267,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,75+,,Female
0.828219209,0.598059047,1995,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,75+,,Female
0,0,93,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,75+,,Female
49.28426054,19.24492583,366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16-24,,Male
58.08943689,15.97694118,473,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16-24,,Male
87.76385154,24.68508645,385,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16-24,,Male
25.45329741,4.094041448,4787,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,16+,,Male
20.11007301,2.719682646,7732,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,16+,,Male
38.77719487,5.975696076,3906,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,16+,,Male
26.97634651,7.42455417,817,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,25-34,,Male
18.2889569,6.71395694,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,25-34,,Male
44.48801281,13.05573937,660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,25-34,,Male
19.39819916,5.878443052,932,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,35-44,,Male
25.94637166,7.848843569,1153,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,35-44,,Male
24.58976505,10.65538674,601,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,35-44,,Male
39.38707133,11.85605358,945,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,45-54,,Male
24.37618611,6.512099591,1251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,45-54,,Male
30.09642823,8.57380872,734,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,45-54,,Male
11.90535397,8.593059411,794,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,55-64,,Male
7.556818486,2.814199507,1214,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,55-64,,Male
21.26329049,10.51057069,712,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,55-64,,Male
2.1738127,1.268361545,656,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,65-74,,Male
9.185301514,2.94604011,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault,,65-74,,Male
15.51916486,10.02799935,582,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Common assault,,65-74,,Male
4.711135674,3.334673353,277,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Common assault,,75+,,Male
