V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,HRP occupation_codelist,HRP occupation,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.4162928,0.151588656,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Domestic burglary,, ,, 
2.529350323,0.694176578,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All vehicle crime,, ,, 
5.926609124,0.27683481600000004,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All vehicle crime,, ,, 
5.6707163629999995,0.217639522,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All vehicle crime,, ,, 
3.4965838860000003,0.552235244,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All vehicle crime,, ,, 
1.848300071,0.6613303939999999,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All vehicle crime,, ,, 
4.390387767,0.20071334100000002,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All vehicle crime,, ,, 
6.373475514,1.709328165,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All vehicle crime,, ,, 
7.1379890470000005,0.332797567,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All vehicle crime,, ,, 
6.4166683110000005,0.244765293,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All vehicle crime,, ,, 
9.184442472999999,1.4229167880000002,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All vehicle crime,, ,, 
2.819335787,1.004803556,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All vehicle crime,, ,, 
6.477135895,0.293067199,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All vehicle crime,, ,, 
1.8226005790000002,0.588682555,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All vehicle-related thefts,, ,, 
3.496028575,0.21602933600000002,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
3.165070547,0.16544135699999998,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
1.716166928,0.38865389,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All vehicle-related thefts,, ,, 
1.36560117,0.563037229,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All vehicle-related thefts,, ,, 
2.088951869,0.136377448,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
4.592602319,1.4654569,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All vehicle-related thefts,, ,, 
4.202239166,0.259952454,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
3.5814183930000003,0.186494453,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
4.507838776,1.009852591,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All vehicle-related thefts,, ,, 
2.0830428519999997,0.856229547,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All vehicle-related thefts,, ,, 
3.0995570789999998,0.201331907,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All vehicle-related thefts,, ,, 
0.164038162,0.164046774,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.668629791,0.098104897,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.611717327,0.078840305,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.307504059,0.17965228800000002,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.0,0.0,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.42177375,0.06257466099999999,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.41334456399999997,0.412937075,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.807597111,0.118559488,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.69218542,0.089116181,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.8077178840000001,0.470524932,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.0,0.0,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.625821893,0.092763545,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
3.407969594,0.981252846,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Bicycle theft,, ,, 
0.925148292,0.112718507,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Bicycle theft,, ,, 
0.983708705,0.089781329,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Bicycle theft,, ,, 
1.4811477419999999,0.378047979,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Bicycle theft,, ,, 
1.777248965,0.687909367,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Bicycle theft,, ,, 
1.1033678409999998,0.106982005,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Bicycle theft,, ,, 
6.089715641000001,1.8407036509999999,194,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Bicycle theft,, ,, 
1.967060819,0.243932382,3724,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Bicycle theft,, ,, 
1.6025547759999998,0.152731274,7743,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Bicycle theft,, ,, 
4.782691071,1.3688627880000002,270,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Bicycle theft,, ,, 
4.205010821,1.89870091,130,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Bicycle theft,, ,, 
2.648589276,0.26089214899999996,4763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Bicycle theft,, ,, 
0.0,0.0,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.199250722,0.052828374000000004,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.09923372300000001,0.027940327,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.17740482100000002,0.125413266,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.0,0.0,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.182958135,0.051141623,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.0,0.0,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.431526743,0.076707333,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.334228646,0.0497552,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.43467708200000005,0.20794635,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.234564715,0.234125241,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.396367191,0.057182275,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.337449305,0.247670253,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.288761404,0.0646107,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.298157562,0.054134293,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.8259458740000001,0.29414960100000004,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.0,0.0,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.383324376,0.06646676900000001,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.244259804,0.175301312,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.5096727870000001,0.081704978,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.589568361,0.069349602,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
1.3126574420000001,0.345328423,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.0,0.0,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.739463848,0.079913594,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
1.0860093259999999,0.46340051299999996,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.614757789,0.094635203,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.825834022,0.08423701900000001,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
1.941180525,0.436035082,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.45028798,0.31903615399999996,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
1.00139605,0.100752817,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
1.33026913,0.491715715,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in dwelling,, ,, 
1.124430576,0.124038933,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in dwelling,, ,, 
1.396508881,0.10700820800000001,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in dwelling,, ,, 
3.176481313,0.543624373,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in dwelling,, ,, 
0.45028798,0.31903615399999996,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in dwelling,, ,, 
1.72525176,0.128094391,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in dwelling,, ,, 
0.748560021,0.392524105,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.34044554899999996,0.068573312,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.538827654,0.064410678,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
1.11523465,0.326652937,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.45028798,0.31903615399999996,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.639201902,0.077966255,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.0,0.0,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.709496657,0.09686889300000001,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.553871263,0.063368125,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.6917964879999999,0.255033222,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.234564715,0.234125241,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.732895913,0.08613397,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.0,0.0,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.107323382,0.036361799,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.120408895,0.030119812000000003,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.079714585,0.079717994,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.0,0.0,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.16786370399999997,0.039127889,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.0,0.0,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.61647537,0.09122178199999999,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.433462368,0.05640292400000001,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.612081903,0.242382712,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.234564715,0.234125241,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.5793253270000001,0.076322158,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
1.647824718,0.787468506,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Arson and other criminal damage,, ,, 
0.989459834,0.118230305,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.01844415,0.089774609,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.173239702,0.314636879,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Arson and other criminal damage,, ,, 
0.237272325,0.23748682100000001,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.122375528,0.09857763900000001,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Arson and other criminal damage,, ,, 
0.8310256570000001,0.400860076,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.5890791230000003,0.186625469,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.669021959,0.144311473,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
1.941234854,0.41596537299999997,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
0.482698901,0.34637179700000004,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.398572104,0.149075495,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.094024551,0.9992320690000001,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.1271906339999997,0.224928331,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.0201173060000004,0.16284999,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
5.099022481,1.082768583,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
0.736292935,0.527865896,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.521708137,0.21805865800000002,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
1.030541937,0.43128866299999996,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Other household theft,, ,, 
2.1008100080000003,0.182538423,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Other household theft,, ,, 
1.996044659,0.127564864,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Other household theft,, ,, 
2.166357074,0.452353904,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Other household theft,, ,, 
0.8368968290000001,0.502702216,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Other household theft,, ,, 
1.994134852,0.133238213,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Other household theft,, ,, 
0.933639282,0.425680506,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.632494934,0.18812651100000002,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.399574215,0.139879518,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.296599439,0.327129965,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.171588106,0.529297849,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.5285909169999998,0.11821321900000001,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.352591116,1.066480075,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft from a motor vehicle,, ,, 
3.159229592,0.22581620300000002,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.715225174,0.15783499199999998,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
3.405764983,0.853879285,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.787101742,0.805842471,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.2681014669999997,0.17494346100000002,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft from a motor vehicle,, ,, 
0.724923135,0.371244983,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.341267401,0.06995902799999999,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.18189800899999997,0.037857247999999996,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.11206343,0.112021792,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.19401306399999999,0.193678498,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.185632477,0.040635519,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
1.8266666390000001,0.930525157,203,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.41219606299999995,0.08454762199999999,6711,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.205825704,0.042844763,12249,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.29435590899999997,0.293926456,445,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.29594111,0.29504688,295,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.27543883,0.060272140999999994,8313,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.381181706,0.272265579,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.233202579,0.069129729,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.140975979,0.032890499999999996,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.6365639679999999,0.281699988,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.39700966200000004,0.39641121,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.252667566,0.047327728,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
7.428374933,1.294467496,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All household theft,, ,, 
