V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment deprivation index_codelist,Employment deprivation index,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,75+,,All adults
0.558446714,0.395331245,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,75+,,All adults
6.104654964,6.04817079,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,16-24,,Female
19.96145569,8.777712594,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,16-24,,Female
16.52985113,7.594324981,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,16-24,,Female
5.044994616,1.543191859,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,16+,,Female
10.00868031,2.436132295,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,16+,,Female
8.830840869,1.815797779,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,16+,,Female
12.12665372,8.129775301,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,25-34,,Female
13.25936238,6.590168866,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,25-34,,Female
8.581140531,3.860600719,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,25-34,,Female
0.564236093,0.564916902,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,35-44,,Female
8.935665097,4.512108885,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,35-44,,Female
7.065485471,2.427535287,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,35-44,,Female
10.32689826,4.299049136,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,45-54,,Female
4.607961257,4.592933164,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,45-54,,Female
18.4848808,7.094886869,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,45-54,,Female
3.110053051,2.34318799,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,55-64,,Female
16.73483829,8.937808423,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,55-64,,Female
6.448724776,3.18838182,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,55-64,,Female
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,65-74,,Female
0,0,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,65-74,,Female
0.409905105,0.409904849,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,65-74,,Female
2.221896346,2.208913727,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,75+,,Female
0,0,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,75+,,Female
0.464133081,0.464151834,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,75+,,Female
11.47075318,11.49245921,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,16-24,,Male
49.23627689,24.50371074,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,16-24,,Male
23.45170055,8.838832828,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,16-24,,Male
9.619097617,3.69693938,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,16+,,Male
12.83947485,4.338462519,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,16+,,Male
11.02035325,1.87684244,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,16+,,Male
35.55498154,22.04449791,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,25-34,,Male
10.3145971,6.691143914,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,25-34,,Male
5.52155571,2.385598428,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,25-34,,Male
5.499495141,2.814695992,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,35-44,,Male
3.176755036,3.171209217,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,35-44,,Male
15.53662855,6.052718129,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,35-44,,Male
3.324419991,2.432514195,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,45-54,,Male
10.01827159,5.312114693,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,45-54,,Male
14.72595339,4.893009411,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,45-54,,Male
1.638063782,1.639991611,526,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,55-64,,Male
1.65501293,1.644871144,437,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,55-64,,Male
8.504717313,4.269815833,1541,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,55-64,,Male
6.160645344,3.260280381,501,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,65-74,,Male
2.393817093,2.393125221,380,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,65-74,,Male
4.398709732,1.72748076,1607,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,65-74,,Male
3.735203041,3.723846458,394,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Acquaintance violence,,75+,,Male
0,0,253,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Acquaintance violence,,75+,,Male
0.678596711,0.676650778,1089,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Acquaintance violence,,75+,,Male
9.117197913,6.961673072,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16-24,,All adults
16.77507048,8.601490645,581,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16-24,,All adults
16.78901966,4.923497287,1438,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16-24,,All adults
3.892218125,1.189229921,6427,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16+,,All adults
7.033714404,1.765147431,6191,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16+,,All adults
6.376666665,0.951047701,20124,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16+,,All adults
10.00885383,4.841625326,773,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,25-34,,All adults
10.55577258,4.549715132,1155,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,25-34,,All adults
5.068477943,1.644986404,3030,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,25-34,,All adults
0.702862276,0.702308328,1110,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,35-44,,All adults
4.557135819,2.40766337,1003,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,35-44,,All adults
7.29727046,2.115331084,3336,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,35-44,,All adults
5.820948715,2.471408274,1203,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,45-54,,All adults
8.222807951,3.116141189,1080,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,45-54,,All adults
9.083303654,3.007656143,3469,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,45-54,,All adults
1.318114967,0.96300752,1097,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,921,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,55-64,,All adults
2.688936547,1.108162272,3163,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,1014,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,65-74,,All adults
1.067870093,1.067988271,823,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,65-74,,All adults
1.584049529,0.670881108,3271,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,65-74,,All adults
0,0,831,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,75+,,All adults
6.104654964,6.04817079,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16-24,,Female
5.455481175,3.534796479,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16-24,,Female
5.680947593,2.68171148,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16-24,,Female
3.543711481,1.415699327,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16+,,Female
4.266119356,1.582400437,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16+,,Female
4.914785586,1.068558935,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16+,,Female
10.50901997,7.965277773,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,25-34,,Female
11.45768648,6.597607063,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,25-34,,Female
5.138265174,2.499154218,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,25-34,,Female
0,0,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,35-44,,Female
6.626466774,4.132071122,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,35-44,,Female
7.693985158,3.084817655,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,35-44,,Female
7.192497454,3.801740992,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,45-54,,Female
0.608243376,0.609353689,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,45-54,,Female
9.179555923,4.33482662,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,45-54,,Female
0.992742248,0.993648939,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,55-64,,Female
2.980029943,1.665231585,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,65-74,,Female
0.836564363,0.655739959,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,75+,,Female
11.47075318,11.49245921,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16-24,,Male
28.99693103,17.47114998,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16-24,,Male
27.45226768,9.099315957,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16-24,,Male
4.234300645,1.911520013,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,16+,,Male
10.18304568,3.322880124,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,16+,,Male
7.880940679,1.570811683,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,16+,,Male
9.589220566,5.898616996,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,25-34,,Male
9.505152075,6.149349432,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,25-34,,Male
4.998953496,2.139002557,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,25-34,,Male
1.418496233,1.418454293,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,35-44,,Male
2.447784269,2.434898824,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,35-44,,Male
6.893624039,2.910712574,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,35-44,,Male
4.315423303,3.047541594,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,45-54,,Male
16.03354019,6.235653087,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,45-54,,Male
8.985707308,4.18617032,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,45-54,,Male
1.638063782,1.639991611,526,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,55-64,,Male
0,0,437,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,55-64,,Male
2.395749166,1.459410307,1541,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,55-64,,Male
0,0,501,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,65-74,,Male
2.393817093,2.393125221,380,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,65-74,,Male
2.362970717,1.187580272,1607,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,65-74,,Male
0,0,394,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault with injury,,75+,,Male
0,0,253,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault with injury,,75+,,Male
0,0,1089,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault with injury,,75+,,Male
21.48428389,8.902951933,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16-24,,All adults
50.62580048,14.44841497,581,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16-24,,All adults
45.77422482,9.335381696,1438,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16-24,,All adults
12.81235058,1.944142443,6427,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16+,,All adults
24.05992535,3.315441271,6191,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16+,,All adults
21.51682169,1.901620913,20124,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16+,,All adults
25.13025323,7.71952361,773,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,25-34,,All adults
35.61912502,9.292381982,1155,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,25-34,,All adults
20.54509949,3.613701186,3030,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,25-34,,All adults
7.989262331,2.903470359,1110,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,35-44,,All adults
23.13452969,6.214678533,1003,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,35-44,,All adults
23.43102199,4.204386609,3336,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,35-44,,All adults
22.26101962,6.105597867,1203,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,45-54,,All adults
18.92823642,5.155604622,1080,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,45-54,,All adults
29.63176286,5.375880388,3469,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,45-54,,All adults
2.367872408,1.428598606,1097,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,55-64,,All adults
9.501016231,4.781348514,921,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,55-64,,All adults
14.76906835,3.796786141,3163,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,55-64,,All adults
4.951700083,2.122011168,1014,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,65-74,,All adults
4.848381709,3.14670015,823,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,65-74,,All adults
7.724108496,2.363559269,3271,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,65-74,,All adults
2.916248929,2.086729185,831,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,75+,,All adults
3.249232898,1.891657446,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,75+,,All adults
0.827220024,0.477954863,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,75+,,All adults
11.44451841,8.017803307,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16-24,,Female
23.8975533,7.970903926,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16-24,,Female
19.29299704,7.84181855,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16-24,,Female
9.522288924,2.416395936,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16+,,Female
16.80216577,2.859191952,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16+,,Female
15.08813434,2.075477831,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16+,,Female
13.55862132,8.262766167,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,25-34,,Female
27.86647568,8.729408029,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,25-34,,Female
19.72672775,5.030459684,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,25-34,,Female
1.681166125,0.971547465,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,35-44,,Female
27.15472513,8.997276994,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,35-44,,Female
19.09636173,4.442727183,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,35-44,,Female
26.19911493,9.848155355,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,45-54,,Female
8.248812095,5.145130507,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,45-54,,Female
23.50455916,7.337350437,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,45-54,,Female
3.110053051,2.34318799,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,55-64,,Female
14.71882185,8.403654914,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,55-64,,Female
10.48517337,3.769994525,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,55-64,,Female
3.398551695,2.524288935,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,65-74,,Female
0,0,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,65-74,,Female
5.606975647,2.65990189,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,65-74,,Female
2.221896346,2.208913727,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,75+,,Female
1.66207286,1.66046268,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,75+,,Female
0.464133081,0.464151834,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,75+,,Female
29.32787097,14.65569909,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16-24,,Male
79.48452503,28.58893038,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16-24,,Male
71.19500874,16.56618727,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16-24,,Male
16.04176557,3.059536427,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,16+,,Male
32.31875254,6.254149946,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,16+,,Male
28.13193387,3.190268104,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,16+,,Male
34.83871047,11.68082657,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,25-34,,Male
44.65002283,17.3702986,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,25-34,,Male
21.36038966,5.226474923,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,25-34,,Male
14.41198269,5.777139178,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,35-44,,Male
19.0365842,8.584761205,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,35-44,,Male
27.84142096,7.089153774,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,35-44,,Male
17.93824027,6.841839829,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Common assault,,45-54,,Male
29.88278584,8.979108974,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Common assault,,45-54,,Male
35.84452752,8.052913295,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Common assault,,45-54,,Male
