V4_0,Time_codelist,Time,Geography_codelist,Geography,Commuting_codelist,Commuting
34.4454909128209,Deccenial,2011,J01000051,,,"Net in commuting/residents in employment, aged 16-74"
22177.0,Deccenial,2011,J01000052,,,"Net in commuting, aged 16-74"
13.324160968986194,Deccenial,2011,J01000052,,,"Net in commuting/residents in employment, aged 16-74"
11744.0,Deccenial,2011,J01000053,,,"Net in commuting, aged 16-74"
24.41783100465735,Deccenial,2011,J01000053,,,"Net in commuting/residents in employment, aged 16-74"
27853.0,Deccenial,2011,J01000054,,,"Net in commuting, aged 16-74"
11.917965306838507,Deccenial,2011,J01000054,,,"Net in commuting/residents in employment, aged 16-74"
498946.0,Deccenial,2011,J01000055,,,"Net in commuting, aged 16-74"
12.531652754775479,Deccenial,2011,J01000055,,,"Net in commuting/residents in employment, aged 16-74"
1532.0,Deccenial,2011,J01000056,,,"Net in commuting, aged 16-74"
1.6409773026703371,Deccenial,2011,J01000056,,,"Net in commuting/residents in employment, aged 16-74"
2624.0,Deccenial,2011,J01000057,,,"Net in commuting, aged 16-74"
4.849649768052193,Deccenial,2011,J01000057,,,"Net in commuting/residents in employment, aged 16-74"
89691.0,Deccenial,2011,J01000058,,,"Net in commuting, aged 16-74"
40.88199097497607,Deccenial,2011,J01000058,,,"Net in commuting/residents in employment, aged 16-74"
-1697.0,Deccenial,2011,J01000059,,,"Net in commuting, aged 16-74"
-4.658760226212046,Deccenial,2011,J01000059,,,"Net in commuting/residents in employment, aged 16-74"
5650.0,Deccenial,2011,J01000060,,,"Net in commuting, aged 16-74"
8.194106044784778,Deccenial,2011,J01000060,,,"Net in commuting/residents in employment, aged 16-74"
19890.0,Deccenial,2011,J01000061,,,"Net in commuting, aged 16-74"
22.332756955828522,Deccenial,2011,J01000061,,,"Net in commuting/residents in employment, aged 16-74"
46897.0,Deccenial,2011,J01000062,,,"Net in commuting, aged 16-74"
41.14168911035275,Deccenial,2011,J01000062,,,"Net in commuting/residents in employment, aged 16-74"
80.0,Deccenial,2011,J01000063,,,"Net in commuting, aged 16-74"
0.22928548909460894,Deccenial,2011,J01000063,,,"Net in commuting/residents in employment, aged 16-74"
-2213.0,Deccenial,2011,J01000064,,,"Net in commuting, aged 16-74"
-3.963676744519272,Deccenial,2011,J01000064,,,"Net in commuting/residents in employment, aged 16-74"
9933.0,Deccenial,2011,J01000065,,,"Net in commuting, aged 16-74"
9.170813675434628,Deccenial,2011,J01000065,,,"Net in commuting/residents in employment, aged 16-74"
20822.0,Deccenial,2011,J01000066,,,"Net in commuting, aged 16-74"
23.354307569792613,Deccenial,2011,J01000066,,,"Net in commuting/residents in employment, aged 16-74"
54568.0,Deccenial,2011,J01000067,,,"Net in commuting, aged 16-74"
46.574032979413474,Deccenial,2011,J01000067,,,"Net in commuting/residents in employment, aged 16-74"
-8777.0,Deccenial,2011,J01000068,,,"Net in commuting, aged 16-74"
-20.911061873108903,Deccenial,2011,J01000068,,,"Net in commuting/residents in employment, aged 16-74"
4748.0,Deccenial,2011,J01000069,,,"Net in commuting, aged 16-74"
11.611924967595197,Deccenial,2011,J01000069,,,"Net in commuting/residents in employment, aged 16-74"
28371.0,Deccenial,2011,J01000070,,,"Net in commuting, aged 16-74"
38.19621147865423,Deccenial,2011,J01000070,,,"Net in commuting/residents in employment, aged 16-74"
16986.0,Deccenial,2011,J01000071,,,"Net in commuting, aged 16-74"
22.197828047202727,Deccenial,2011,J01000071,,,"Net in commuting/residents in employment, aged 16-74"
3692.0,Deccenial,2011,J01000072,,,"Net in commuting, aged 16-74"
3.084145720037758,Deccenial,2011,J01000072,,,"Net in commuting/residents in employment, aged 16-74"
4437.0,Deccenial,2011,J01000073,,,"Net in commuting, aged 16-74"
5.885552077253674,Deccenial,2011,J01000073,,,"Net in commuting/residents in employment, aged 16-74"
8917.0,Deccenial,2011,J01000074,,,"Net in commuting, aged 16-74"
8.570330145610072,Deccenial,2011,J01000074,,,"Net in commuting/residents in employment, aged 16-74"
21937.0,Deccenial,2011,J01000075,,,"Net in commuting, aged 16-74"
36.08177900588835,Deccenial,2011,J01000075,,,"Net in commuting/residents in employment, aged 16-74"
-4417.0,Deccenial,2011,J01000076,,,"Net in commuting, aged 16-74"
-3.4549109482428215,Deccenial,2011,J01000076,,,"Net in commuting/residents in employment, aged 16-74"
-7288.0,Deccenial,2011,J01000077,,,"Net in commuting, aged 16-74"
-17.51375771994329,Deccenial,2011,J01000077,,,"Net in commuting/residents in employment, aged 16-74"
324.0,Deccenial,2011,J01000078,,,"Net in commuting, aged 16-74"
0.7606705169742217,Deccenial,2011,J01000078,,,"Net in commuting/residents in employment, aged 16-74"
2303.0,Deccenial,2011,J01000079,,,"Net in commuting, aged 16-74"
4.95013326455163,Deccenial,2011,J01000079,,,"Net in commuting/residents in employment, aged 16-74"
17244.0,Deccenial,2011,J01000080,,,"Net in commuting, aged 16-74"
45.05997021087565,Deccenial,2011,J01000080,,,"Net in commuting/residents in employment, aged 16-74"
7252.0,Deccenial,2011,J01000081,,,"Net in commuting, aged 16-74"
20.032042428595105,Deccenial,2011,J01000081,,,"Net in commuting/residents in employment, aged 16-74"
24344.0,Deccenial,2011,J01000082,,,"Net in commuting, aged 16-74"
10.71945962369166,Deccenial,2011,J01000082,,,"Net in commuting/residents in employment, aged 16-74"
8293.0,Deccenial,2011,J01000083,,,"Net in commuting, aged 16-74"
23.055964858628265,Deccenial,2011,J01000083,,,"Net in commuting/residents in employment, aged 16-74"
-587.0,Deccenial,2011,J01000084,,,"Net in commuting, aged 16-74"
-0.8209445757520664,Deccenial,2011,J01000084,,,"Net in commuting/residents in employment, aged 16-74"
4578.0,Deccenial,2011,J01000085,,,"Net in commuting, aged 16-74"
9.034218731499388,Deccenial,2011,J01000085,,,"Net in commuting/residents in employment, aged 16-74"
-7189.0,Deccenial,2011,J01000086,,,"Net in commuting, aged 16-74"
-22.280419016921837,Deccenial,2011,J01000086,,,"Net in commuting/residents in employment, aged 16-74"
-1993.0,Deccenial,2011,J01000087,,,"Net in commuting, aged 16-74"
-1.6388724426024606,Deccenial,2011,J01000087,,,"Net in commuting/residents in employment, aged 16-74"
-9865.0,Deccenial,2011,J01000088,,,"Net in commuting, aged 16-74"
-11.990130779328116,Deccenial,2011,J01000088,,,"Net in commuting/residents in employment, aged 16-74"
-4094.0,Deccenial,2011,J01000089,,,"Net in commuting, aged 16-74"
-9.93858179787828,Deccenial,2011,J01000089,,,"Net in commuting/residents in employment, aged 16-74"
-4419.0,Deccenial,2011,J01000090,,,"Net in commuting, aged 16-74"
-10.263139559188982,Deccenial,2011,J01000090,,,"Net in commuting/residents in employment, aged 16-74"
-4885.0,Deccenial,2011,J01000091,,,"Net in commuting, aged 16-74"
-10.874888691006234,Deccenial,2011,J01000091,,,"Net in commuting/residents in employment, aged 16-74"
-507.0,Deccenial,2011,J01000092,,,"Net in commuting, aged 16-74"
-1.0977114772555048,Deccenial,2011,J01000092,,,"Net in commuting/residents in employment, aged 16-74"
7850.0,Deccenial,2011,J01000093,,,"Net in commuting, aged 16-74"
14.779252565188742,Deccenial,2011,J01000093,,,"Net in commuting/residents in employment, aged 16-74"
5548.0,Deccenial,2011,J01000094,,,"Net in commuting, aged 16-74"
15.751518937027994,Deccenial,2011,J01000094,,,"Net in commuting/residents in employment, aged 16-74"
814.0,Deccenial,2011,J01000095,,,"Net in commuting, aged 16-74"
0.6869140344807216,Deccenial,2011,J01000095,,,"Net in commuting/residents in employment, aged 16-74"
2049.0,Deccenial,2011,J01000096,,,"Net in commuting, aged 16-74"
2.74867529680059,Deccenial,2011,J01000096,,,"Net in commuting/residents in employment, aged 16-74"
-18189.0,Deccenial,2011,J01000097,,,"Net in commuting, aged 16-74"
-34.20013537906137,Deccenial,2011,J01000097,,,"Net in commuting/residents in employment, aged 16-74"
16160.0,Deccenial,2011,J01000098,,,"Net in commuting, aged 16-74"
21.481077775857717,Deccenial,2011,J01000098,,,"Net in commuting/residents in employment, aged 16-74"
-2231.0,Deccenial,2011,J01000099,,,"Net in commuting, aged 16-74"
-2.3213951262148047,Deccenial,2011,J01000099,,,"Net in commuting/residents in employment, aged 16-74"
6252.0,Deccenial,2011,J01000100,,,"Net in commuting, aged 16-74"
9.326610376823702,Deccenial,2011,J01000100,,,"Net in commuting/residents in employment, aged 16-74"
14443.0,Deccenial,2011,J01000101,,,"Net in commuting, aged 16-74"
30.913955479452053,Deccenial,2011,J01000101,,,"Net in commuting/residents in employment, aged 16-74"
11050.0,Deccenial,2011,J01000102,,,"Net in commuting, aged 16-74"
43.130366900858704,Deccenial,2011,J01000102,,,"Net in commuting/residents in employment, aged 16-74"
14202.0,Deccenial,2011,J01000103,,,"Net in commuting, aged 16-74"
17.0826467156621,Deccenial,2011,J01000103,,,"Net in commuting/residents in employment, aged 16-74"
-5558.0,Deccenial,2011,J01000104,,,"Net in commuting, aged 16-74"
-8.124068173180927,Deccenial,2011,J01000104,,,"Net in commuting/residents in employment, aged 16-74"
9624.0,Deccenial,2011,J01000105,,,"Net in commuting, aged 16-74"
32.93859949346293,Deccenial,2011,J01000105,,,"Net in commuting/residents in employment, aged 16-74"
-8113.0,Deccenial,2011,J01000106,,,"Net in commuting, aged 16-74"
-20.926513451468956,Deccenial,2011,J01000106,,,"Net in commuting/residents in employment, aged 16-74"
5128.0,Deccenial,2011,J01000107,,,"Net in commuting, aged 16-74"
12.818718128187182,Deccenial,2011,J01000107,,,"Net in commuting/residents in employment, aged 16-74"
-9342.0,Deccenial,2011,J01000108,,,"Net in commuting, aged 16-74"
-17.92058315749089,Deccenial,2011,J01000108,,,"Net in commuting/residents in employment, aged 16-74"
-3110.0,Deccenial,2011,J01000109,,,"Net in commuting, aged 16-74"
-3.0696343088387703,Deccenial,2011,J01000109,,,"Net in commuting/residents in employment, aged 16-74"
2661.0,Deccenial,2011,J01000110,,,"Net in commuting, aged 16-74"
5.236642723605234,Deccenial,2011,J01000110,,,"Net in commuting/residents in employment, aged 16-74"
-1600.0,Deccenial,2011,J01000111,,,"Net in commuting, aged 16-74"
-3.0648992414374376,Deccenial,2011,J01000111,,,"Net in commuting/residents in employment, aged 16-74"
11290.0,Deccenial,2011,J01000112,,,"Net in commuting, aged 16-74"
14.724678509012183,Deccenial,2011,J01000112,,,"Net in commuting/residents in employment, aged 16-74"
