V4_0,Time_codelist,Time,Geography_codelist,Geography,EVERYTHING_codelist,EVERYTHING
15.049032977196998,Deccenial,2011,J01000002,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
8.621927148752915,Deccenial,2011,J01000002,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
18.01722591064059,Deccenial,2011,J01000002,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
13.965548178718823,Deccenial,2011,J01000002,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
24.353131168132066,Deccenial,2011,J01000002,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
11509.0,Deccenial,2011,J01000002,,,"Net in commuting, aged 16-74"
23.235953241404374,Deccenial,2011,J01000002,,,"Net in commuting/residents in employment, aged 16-74"
20.812258395044477,Deccenial,2011,J01000003,,,Population aged 0-15
66.88184062223465,Deccenial,2011,J01000003,,,Population aged 16-64
12.30590098272088,Deccenial,2011,J01000003,,,Population aged 65+
1.4326300591495507,Deccenial,2011,J01000003,,,Population aged 85+
3.7608607446168487,Deccenial,2011,J01000003,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
6.182754326808725,Deccenial,2011,J01000003,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
90.05638492857443,Deccenial,2011,J01000003,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
64.25403543528671,Deccenial,2011,J01000003,,,Households owned
12.3798374569441,Deccenial,2011,J01000003,,,Households privately renting
20.936986424728158,Deccenial,2011,J01000003,,,Households socially renting
2.429140683041041,Deccenial,2011,J01000003,,,Other households
5.707857783844589,Deccenial,2011,J01000003,,,"Proportion of Full Time Students, aged 16-74"
17.692796311109017,Deccenial,2011,J01000003,,,"Proportion of resident population with no qualifications, aged 16+"
27.94781913141674,Deccenial,2011,J01000003,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
9.104907380318124,Deccenial,2011,J01000003,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
18.642501886269496,Deccenial,2011,J01000003,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
20.712008992501115,Deccenial,2011,J01000003,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
21.39722525907334,Deccenial,2011,J01000003,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
5673.0,Deccenial,2011,J01000003,,,"Net in commuting, aged 16-74"
9.66785391707425,Deccenial,2011,J01000003,,,"Net in commuting/residents in employment, aged 16-74"
15.20436369774852,Deccenial,2011,J01000004,,,Population aged 0-15
68.22603447912051,Deccenial,2011,J01000004,,,Population aged 16-64
16.569601823130974,Deccenial,2011,J01000004,,,Population aged 65+
2.8264860416534785,Deccenial,2011,J01000004,,,Population aged 85+
3.8502005655290326,Deccenial,2011,J01000004,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
6.184651805089762,Deccenial,2011,J01000004,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
89.9651476293812,Deccenial,2011,J01000004,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
58.64240380801269,Deccenial,2011,J01000004,,,Households owned
22.498512495041652,Deccenial,2011,J01000004,,,Households privately renting
16.977389924633083,Deccenial,2011,J01000004,,,Households socially renting
1.8816937723125742,Deccenial,2011,J01000004,,,Other households
21.42827434180427,Deccenial,2011,J01000004,,,"Proportion of Full Time Students, aged 16-74"
14.002563113560862,Deccenial,2011,J01000004,,,"Proportion of resident population with no qualifications, aged 16+"
38.410620746289084,Deccenial,2011,J01000004,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
4.2470205850487535,Deccenial,2011,J01000004,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
14.244065793361568,Deccenial,2011,J01000004,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
18.53639318428051,Deccenial,2011,J01000004,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
33.53294592731213,Deccenial,2011,J01000004,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
13602.0,Deccenial,2011,J01000004,,,"Net in commuting, aged 16-74"
30.484771061655348,Deccenial,2011,J01000004,,,"Net in commuting/residents in employment, aged 16-74"
20.126726795296268,Deccenial,2011,J01000005,,,Population aged 0-15
65.0245461810709,Deccenial,2011,J01000005,,,Population aged 16-64
14.848727023632835,Deccenial,2011,J01000005,,,Population aged 65+
2.349583285763215,Deccenial,2011,J01000005,,,Population aged 85+
4.94476780855243,Deccenial,2011,J01000005,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
6.698142108013623,Deccenial,2011,J01000005,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
88.35709008343395,Deccenial,2011,J01000005,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
58.39494026704146,Deccenial,2011,J01000005,,,Households owned
20.244553759662683,Deccenial,2011,J01000005,,,Households privately renting
19.246661981728742,Deccenial,2011,J01000005,,,Households socially renting
2.1138439915671117,Deccenial,2011,J01000005,,,Other households
10.719153117175367,Deccenial,2011,J01000005,,,"Proportion of Full Time Students, aged 16-74"
21.584883006246336,Deccenial,2011,J01000005,,,"Proportion of resident population with no qualifications, aged 16+"
27.219450836894843,Deccenial,2011,J01000005,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
8.738990332975295,Deccenial,2011,J01000005,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
17.396348012889366,Deccenial,2011,J01000005,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
12.607948442534909,Deccenial,2011,J01000005,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
30.141783029001072,Deccenial,2011,J01000005,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
4170.0,Deccenial,2011,J01000005,,,"Net in commuting, aged 16-74"
10.216331430531396,Deccenial,2011,J01000005,,,"Net in commuting/residents in employment, aged 16-74"
19.990756501448523,Deccenial,2011,J01000006,,,Population aged 0-15
64.35504052485037,Deccenial,2011,J01000006,,,Population aged 16-64
15.65420297370112,Deccenial,2011,J01000006,,,Population aged 65+
2.005388283301958,Deccenial,2011,J01000006,,,Population aged 85+
10.9621853919721,Deccenial,2011,J01000006,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
9.521461155045177,Deccenial,2011,J01000006,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
79.51635345298273,Deccenial,2011,J01000006,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
52.772222777722234,Deccenial,2011,J01000006,,,Households owned
20.5004499550045,Deccenial,2011,J01000006,,,Households privately renting
24.835016498350164,Deccenial,2011,J01000006,,,Households socially renting
1.8923107689231076,Deccenial,2011,J01000006,,,Other households
6.926815677047861,Deccenial,2011,J01000006,,,"Proportion of Full Time Students, aged 16-74"
27.800555109401635,Deccenial,2011,J01000006,,,"Proportion of resident population with no qualifications, aged 16+"
19.923355453174974,Deccenial,2011,J01000006,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
10.193905817174516,Deccenial,2011,J01000006,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
15.227902291614203,Deccenial,2011,J01000006,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
10.37018383278771,Deccenial,2011,J01000006,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
33.029463611181065,Deccenial,2011,J01000006,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
404.0,Deccenial,2011,J01000006,,,"Net in commuting, aged 16-74"
1.099020674646355,Deccenial,2011,J01000006,,,"Net in commuting/residents in employment, aged 16-74"
22.86320811191645,Deccenial,2011,J01000007,,,Population aged 0-15
64.38806052624308,Deccenial,2011,J01000007,,,Population aged 16-64
12.748731361840468,Deccenial,2011,J01000007,,,Population aged 65+
1.7199141654617291,Deccenial,2011,J01000007,,,Population aged 85+
6.98743118983465,Deccenial,2011,J01000007,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
8.298582946959886,Deccenial,2011,J01000007,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
84.71398586320547,Deccenial,2011,J01000007,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
54.01220772354793,Deccenial,2011,J01000007,,,Households owned
17.557974671376734,Deccenial,2011,J01000007,,,Households privately renting
25.735226972340374,Deccenial,2011,J01000007,,,Households socially renting
2.6945906327349625,Deccenial,2011,J01000007,,,Other households
13.67155799147946,Deccenial,2011,J01000007,,,"Proportion of Full Time Students, aged 16-74"
29.460372343918458,Deccenial,2011,J01000007,,,"Proportion of resident population with no qualifications, aged 16+"
21.18023924284737,Deccenial,2011,J01000007,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
9.319313045840437,Deccenial,2011,J01000007,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
16.028431294958644,Deccenial,2011,J01000007,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
12.340833303031145,Deccenial,2011,J01000007,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
30.884702671369567,Deccenial,2011,J01000007,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
59277.0,Deccenial,2011,J01000007,,,"Net in commuting, aged 16-74"
13.924169569639641,Deccenial,2011,J01000007,,,"Net in commuting/residents in employment, aged 16-74"
24.31694683926316,Deccenial,2011,J01000008,,,Population aged 0-15
63.04943075371091,Deccenial,2011,J01000008,,,Population aged 16-64
12.633622407025932,Deccenial,2011,J01000008,,,Population aged 65+
1.5937200647660708,Deccenial,2011,J01000008,,,Population aged 85+
8.912409254359183,Deccenial,2011,J01000008,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
9.065743944636678,Deccenial,2011,J01000008,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
82.02184680100414,Deccenial,2011,J01000008,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
63.511292247416186,Deccenial,2011,J01000008,,,Households owned
14.46488482583144,Deccenial,2011,J01000008,,,Households privately renting
19.891468329918265,Deccenial,2011,J01000008,,,Households socially renting
2.1323545968341175,Deccenial,2011,J01000008,,,Other households
9.278237851227628,Deccenial,2011,J01000008,,,"Proportion of Full Time Students, aged 16-74"
29.48878783126862,Deccenial,2011,J01000008,,,"Proportion of resident population with no qualifications, aged 16+"
19.27574542440467,Deccenial,2011,J01000008,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
15.508249481378082,Deccenial,2011,J01000008,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
19.00579693286027,Deccenial,2011,J01000008,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
8.741929855173618,Deccenial,2011,J01000008,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
30.24292832354253,Deccenial,2011,J01000008,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
7473.0,Deccenial,2011,J01000008,,,"Net in commuting, aged 16-74"
16.086881646359842,Deccenial,2011,J01000008,,,"Net in commuting/residents in employment, aged 16-74"
17.6835090713313,Deccenial,2011,J01000009,,,Population aged 0-15
62.8390321204364,Deccenial,2011,J01000009,,,Population aged 16-64
19.47745880823226,Deccenial,2011,J01000009,,,Population aged 65+
2.693972085085634,Deccenial,2011,J01000009,,,Population aged 85+
10.153917601008427,Deccenial,2011,J01000009,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
10.117428514562462,Deccenial,2011,J01000009,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
79.72865388442911,Deccenial,2011,J01000009,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
62.07770522109909,Deccenial,2011,J01000009,,,Households owned
25.94298834123505,Deccenial,2011,J01000009,,,Households privately renting
10.512270030115992,Deccenial,2011,J01000009,,,Households socially renting
1.4670364075498703,Deccenial,2011,J01000009,,,Other households
6.540696327461101,Deccenial,2011,J01000009,,,"Proportion of Full Time Students, aged 16-74"
31.201717797467733,Deccenial,2011,J01000009,,,"Proportion of resident population with no qualifications, aged 16+"
15.769512385747547,Deccenial,2011,J01000009,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
7.699263278042127,Deccenial,2011,J01000009,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
15.89510976712471,Deccenial,2011,J01000009,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
7.8993789004017145,Deccenial,2011,J01000009,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
30.12407168586294,Deccenial,2011,J01000009,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
7202.0,Deccenial,2011,J01000009,,,"Net in commuting, aged 16-74"
11.25101543460601,Deccenial,2011,J01000009,,,"Net in commuting/residents in employment, aged 16-74"
21.351207749213224,Deccenial,2011,J01000010,,,Population aged 0-15
63.573676497206144,Deccenial,2011,J01000010,,,Population aged 16-64
15.075115753580626,Deccenial,2011,J01000010,,,Population aged 65+
1.9081094652272157,Deccenial,2011,J01000010,,,Population aged 85+
7.8658013054275875,Deccenial,2011,J01000010,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
8.572061633907882,Deccenial,2011,J01000010,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
83.56213706066453,Deccenial,2011,J01000010,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
60.58792119832505,Deccenial,2011,J01000010,,,Households owned
14.810443189163363,Deccenial,2011,J01000010,,,Households privately renting
22.31683669167861,Deccenial,2011,J01000010,,,Households socially renting
2.284798920832982,Deccenial,2011,J01000010,,,Other households
8.899995116154134,Deccenial,2011,J01000010,,,"Proportion of Full Time Students, aged 16-74"
27.218060741939553,Deccenial,2011,J01000010,,,"Proportion of resident population with no qualifications, aged 16+"
22.313865524383637,Deccenial,2011,J01000010,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
10.322605198726324,Deccenial,2011,J01000010,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
19.473023202709733,Deccenial,2011,J01000010,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
11.403453131541223,Deccenial,2011,J01000010,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
27.382749565504206,Deccenial,2011,J01000010,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
-4453.0,Deccenial,2011,J01000010,,,"Net in commuting, aged 16-74"
-6.137582181301945,Deccenial,2011,J01000010,,,"Net in commuting/residents in employment, aged 16-74"
15.451486109555582,Deccenial,2011,J01000011,,,Population aged 0-15
66.99732804275132,Deccenial,2011,J01000011,,,Population aged 16-64
17.551185847693105,Deccenial,2011,J01000011,,,Population aged 65+
3.314613632848541,Deccenial,2011,J01000011,,,Population aged 85+
5.376448816596864,Deccenial,2011,J01000011,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
7.115028732833349,Deccenial,2011,J01000011,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
87.50852245056979,Deccenial,2011,J01000011,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
57.598695564204185,Deccenial,2011,J01000011,,,Households owned
29.56165720474643,Deccenial,2011,J01000011,,,Households privately renting
11.117458730555455,Deccenial,2011,J01000011,,,Households socially renting
1.7221885004939244,Deccenial,2011,J01000011,,,Other households
13.012963186824908,Deccenial,2011,J01000011,,,"Proportion of Full Time Students, aged 16-74"
19.115504223148786,Deccenial,2011,J01000011,,,"Proportion of resident population with no qualifications, aged 16+"
26.292018595732063,Deccenial,2011,J01000011,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
6.955867602808426,Deccenial,2011,J01000011,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
17.26780341023069,Deccenial,2011,J01000011,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
17.345035105315947,Deccenial,2011,J01000011,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
25.585757271815446,Deccenial,2011,J01000011,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
-9762.0,Deccenial,2011,J01000011,,,"Net in commuting, aged 16-74"
-10.686137139854628,Deccenial,2011,J01000011,,,"Net in commuting/residents in employment, aged 16-74"
20.945945945945947,Deccenial,2011,J01000012,,,Population aged 0-15
67.35269752511131,Deccenial,2011,J01000012,,,Population aged 16-64
11.701356528942735,Deccenial,2011,J01000012,,,Population aged 65+
1.4976183079631356,Deccenial,2011,J01000012,,,Population aged 85+
3.447877340318977,Deccenial,2011,J01000012,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
5.6629940673395485,Deccenial,2011,J01000012,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
90.88912859234148,Deccenial,2011,J01000012,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
64.6779155402256,Deccenial,2011,J01000012,,,Households owned
12.35200894938007,Deccenial,2011,J01000012,,,Households privately renting
20.773127000403964,Deccenial,2011,J01000012,,,Households socially renting
2.1969485099903667,Deccenial,2011,J01000012,,,Other households
5.606260441396289,Deccenial,2011,J01000012,,,"Proportion of Full Time Students, aged 16-74"
16.900808854831844,Deccenial,2011,J01000012,,,"Proportion of resident population with no qualifications, aged 16+"
28.912466843501328,Deccenial,2011,J01000012,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
7.118227194907284,Deccenial,2011,J01000012,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
16.97571797159461,Deccenial,2011,J01000012,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
20.156253767693087,Deccenial,2011,J01000012,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
21.99368233223216,Deccenial,2011,J01000012,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
104.0,Deccenial,2011,J01000012,,,"Net in commuting, aged 16-74"
0.24428054681260863,Deccenial,2011,J01000012,,,"Net in commuting/residents in employment, aged 16-74"
25.357492019741567,Deccenial,2011,J01000013,,,Population aged 0-15
63.45777824893695,Deccenial,2011,J01000013,,,Population aged 16-64
11.184729731321484,Deccenial,2011,J01000013,,,Population aged 65+
1.4423360071616194,Deccenial,2011,J01000013,,,Population aged 85+
7.197284043757072,Deccenial,2011,J01000013,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
8.199264428517541,Deccenial,2011,J01000013,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
84.60345152772538,Deccenial,2011,J01000013,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
60.5116560207799,Deccenial,2011,J01000013,,,Households owned
19.906719160962542,Deccenial,2011,J01000013,,,Households privately renting
17.422769673108654,Deccenial,2011,J01000013,,,Households socially renting
2.158855145148906,Deccenial,2011,J01000013,,,Other households
11.102555157538267,Deccenial,2011,J01000013,,,"Proportion of Full Time Students, aged 16-74"
31.13773636266801,Deccenial,2011,J01000013,,,"Proportion of resident population with no qualifications, aged 16+"
17.534135246984935,Deccenial,2011,J01000013,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
11.565162960750005,Deccenial,2011,J01000013,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
19.040302732846797,Deccenial,2011,J01000013,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
11.135532698846259,Deccenial,2011,J01000013,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
27.066706499935982,Deccenial,2011,J01000013,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
14787.0,Deccenial,2011,J01000013,,,"Net in commuting, aged 16-74"
11.207791715617539,Deccenial,2011,J01000013,,,"Net in commuting/residents in employment, aged 16-74"
15.882455376578145,Deccenial,2011,J01000014,,,Population aged 0-15
71.82498911623857,Deccenial,2011,J01000014,,,Population aged 16-64
12.292555507183282,Deccenial,2011,J01000014,,,Population aged 65+
2.16804527644754,Deccenial,2011,J01000014,,,Population aged 85+
5.233667802019086,Deccenial,2011,J01000014,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
6.918285310994507,Deccenial,2011,J01000014,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
87.84804688698641,Deccenial,2011,J01000014,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
50.1981644717365,Deccenial,2011,J01000014,,,Households owned
32.450267880165406,Deccenial,2011,J01000014,,,Households privately renting
15.233356571897891,Deccenial,2011,J01000014,,,Households socially renting
2.1182110762002084,Deccenial,2011,J01000014,,,Other households
15.100436241046978,Deccenial,2011,J01000014,,,"Proportion of Full Time Students, aged 16-74"
15.1957892121852,Deccenial,2011,J01000014,,,"Proportion of resident population with no qualifications, aged 16+"
39.23029945450217,Deccenial,2011,J01000014,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
3.5273914321518633,Deccenial,2011,J01000014,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
13.473707009916922,Deccenial,2011,J01000014,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
21.53797360644832,Deccenial,2011,J01000014,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
29.68887788727819,Deccenial,2011,J01000014,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
-715.0,Deccenial,2011,J01000014,,,"Net in commuting, aged 16-74"
-0.5960220736566579,Deccenial,2011,J01000014,,,"Net in commuting/residents in employment, aged 16-74"
18.494440266688063,Deccenial,2011,J01000015,,,Population aged 0-15
67.46562369963445,Deccenial,2011,J01000015,,,Population aged 16-64
14.039936033677487,Deccenial,2011,J01000015,,,Population aged 65+
2.1527988998091088,Deccenial,2011,J01000015,,,Population aged 85+
5.111947356088858,Deccenial,2011,J01000015,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
6.889893261138981,Deccenial,2011,J01000015,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
87.99815938277216,Deccenial,2011,J01000015,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
58.113555526281125,Deccenial,2011,J01000015,,,Households owned
21.310323628858736,Deccenial,2011,J01000015,,,Households privately renting
18.55881965485443,Deccenial,2011,J01000015,,,Households socially renting
2.0173011900057087,Deccenial,2011,J01000015,,,Other households
12.050197045198887,Deccenial,2011,J01000015,,,"Proportion of Full Time Students, aged 16-74"
20.321707715765328,Deccenial,2011,J01000015,,,"Proportion of resident population with no qualifications, aged 16+"
30.911138889270457,Deccenial,2011,J01000015,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
6.898221027262723,Deccenial,2011,J01000015,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
15.153657551230793,Deccenial,2011,J01000015,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
19.159132385105107,Deccenial,2011,J01000015,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
29.67311201816586,Deccenial,2011,J01000015,,,"Proportion of workday population in Public Admin, Health and Education (O,P,Q) Industry, aged 16-74"
9092.0,Deccenial,2011,J01000015,,,"Net in commuting, aged 16-74"
3.4261080588151063,Deccenial,2011,J01000015,,,"Net in commuting/residents in employment, aged 16-74"
19.969833717565116,Deccenial,2011,J01000016,,,Population aged 0-15
63.95865012017462,Deccenial,2011,J01000016,,,Population aged 16-64
16.071516162260263,Deccenial,2011,J01000016,,,Population aged 65+
2.2109677735812037,Deccenial,2011,J01000016,,,Population aged 85+
9.09300893132122,Deccenial,2011,J01000016,,,"Population ""limited a lot"" by a health problem or disability, aged 16-64"
9.377887280566677,Deccenial,2011,J01000016,,,"Population ""limited a little"" by a health problem or disability, aged 16-64"
81.5291037881121,Deccenial,2011,J01000016,,,"Population ""not limited"" by a health problem or disability, aged 16-64"
63.77025874324709,Deccenial,2011,J01000016,,,Households owned
19.809496730167755,Deccenial,2011,J01000016,,,Households privately renting
14.822291725902758,Deccenial,2011,J01000016,,,Households socially renting
1.5979528006823995,Deccenial,2011,J01000016,,,Other households
6.804928756148268,Deccenial,2011,J01000016,,,"Proportion of Full Time Students, aged 16-74"
29.98483060846115,Deccenial,2011,J01000016,,,"Proportion of resident population with no qualifications, aged 16+"
17.96270474847923,Deccenial,2011,J01000016,,,"Proportion of resident population with Level four and above qualifications, aged 16+"
17.83472517875662,Deccenial,2011,J01000016,,,"Proportion of workday population in Manufacturing (C) Industry, aged 16-74"
16.99415970743955,Deccenial,2011,J01000016,,,"Proportion of workday population in Wholesale and Retail Trade (G) Industry, aged 16-74"
7.952622673434856,Deccenial,2011,J01000016,,,"Proportion of workday population in Professional, Finance and Information (J,K,M) Industry, aged 16-74"
