V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07,Size band_codelist,Size band
230.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,1000-1999
145.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,2000-4999
55.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,5000-9999
40.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,10000-49999
10.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,50000+
9300.0,Year,2016,K02000001,,,Enterprise,0113,0113 : Growing of vegetables and melons; roots and tubers,,Total
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,50000+
0.0,Year,2016,K02000001,,,Enterprise,0114,0114 : Growing of sugar cane,,Total
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,50000+
0.0,Year,2016,K02000001,,,Enterprise,0115,0115 : Growing of tobacco,,Total
255.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,0-49
225.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,50-99
285.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,100-249
110.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,250-499
55.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,500-999
20.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,1000-1999
5.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,50000+
955.0,Year,2016,K02000001,,,Enterprise,0116,0116 : Growing of fibre crops,,Total
215.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,0-49
140.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,50-99
240.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,100-249
110.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,250-499
100.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,500-999
65.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,1000-1999
45.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,2000-4999
10.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,5000-9999
10.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,50000+
935.0,Year,2016,K02000001,,,Enterprise,0119,0119 : Growing of other non-perennial crops,,Total
25.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,0-49
10.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,50-99
20.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,100-249
5.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,250-499
5.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,50000+
65.0,Year,2016,K02000001,,,Enterprise,0121,0121 : Growing of grapes,,Total
5.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,50000+
5.0,Year,2016,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits,,Total
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,50000+
0.0,Year,2016,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits,,Total
235.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,0-49
210.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,50-99
250.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,100-249
80.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,250-499
45.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,500-999
35.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,1000-1999
25.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,2000-4999
10.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,5000-9999
15.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,50000+
905.0,Year,2016,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits,,Total
85.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,0-49
25.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,50-99
20.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,100-249
5.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,250-499
10.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,500-999
5.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,1000-1999
5.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,50000+
155.0,Year,2016,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts,,Total
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,50000+
0.0,Year,2016,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits,,Total
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,50000+
0.0,Year,2016,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops,,Total
5.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,0-49
5.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,50000+
10.0,Year,2016,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops,,Total
30.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,0-49
20.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,50-99
15.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,100-249
10.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,250-499
10.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,500-999
5.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,50000+
90.0,Year,2016,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops,,Total
105.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,0-49
135.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,50-99
195.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,100-249
80.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,250-499
35.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,500-999
30.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,1000-1999
15.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,2000-4999
10.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,5000-9999
5.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,50000+
610.0,Year,2016,K02000001,,,Enterprise,0130,0130 : Plant propagation,,Total
4480.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,0-49
1950.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,50-99
3205.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,100-249
2525.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,250-499
1485.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,500-999
460.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,1000-1999
110.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,2000-4999
15.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,5000-9999
5.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,50000+
14235.0,Year,2016,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle,,Total
2040.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,0-49
815.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,50-99
1230.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,100-249
1210.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,250-499
580.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,500-999
185.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,1000-1999
60.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,2000-4999
15.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,50000+
6135.0,Year,2016,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes,,Total
6895.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,0-49
5110.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,50-99
5080.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,100-249
1055.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,250-499
315.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,500-999
120.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,1000-1999
35.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,2000-4999
10.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,5000-9999
5.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,50000+
18625.0,Year,2016,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines,,Total
35.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,0-49
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,50-99
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,100-249
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,250-499
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,500-999
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,1000-1999
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,2000-4999
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,5000-9999
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,50000+
35.0,Year,2016,K02000001,,,Enterprise,0144,0144 : Raising of camels and camelids,,Total
14240.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,0-49
5690.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,50-99
5340.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,100-249
1925.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,250-499
770.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,500-999
220.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,1000-1999
110.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,2000-4999
20.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,5000-9999
10.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,50000+
28325.0,Year,2016,K02000001,,,Enterprise,0145,0145 : Raising of sheep and goats,,Total
315.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,0-49
310.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,50-99
345.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,100-249
270.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,250-499
155.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,500-999
75.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,1000-1999
50.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,2000-4999
10.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,5000-9999
20.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,50000+
1550.0,Year,2016,K02000001,,,Enterprise,0146,0146 : Raising of swine/pigs,,Total
480.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,0-49
305.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,50-99
1030.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,100-249
470.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,250-499
330.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,500-999
200.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,1000-1999
130.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,2000-4999
30.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,5000-9999
25.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,10000-49999
10.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,50000+
3010.0,Year,2016,K02000001,,,Enterprise,0147,0147 : Raising of poultry,,Total
575.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,0-49
195.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,50-99
345.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,100-249
120.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,250-499
75.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,500-999
40.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,1000-1999
20.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,2000-4999
5.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,5000-9999
5.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,50000+
1380.0,Year,2016,K02000001,,,Enterprise,0149,0149 : Raising of other animals,,Total
12180.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,0-49
5315.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,50-99
5770.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,100-249
3035.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,250-499
1575.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,500-999
605.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,1000-1999
230.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,2000-4999
40.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,5000-9999
20.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,10000-49999
0.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,50000+
28770.0,Year,2016,K02000001,,,Enterprise,0150,0150 : Mixed farming,,Total
1495.0,Year,2016,K02000001,,,Enterprise,0161,0161 : Support activities for crop production,,0-49
860.0,Year,2016,K02000001,,,Enterprise,0161,0161 : Support activities for crop production,,50-99
