V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
15.0,Year,2016,K02000001,,,50-99,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
15.0,Year,2016,K02000001,,,100-249,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
15.0,Year,2016,K02000001,,,250+,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
905.0,Year,2016,K02000001,,,Total,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
120.0,Year,2016,K02000001,,,0-4,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
20.0,Year,2016,K02000001,,,5-9,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2016,K02000001,,,10-19,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2016,K02000001,,,20-49,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
0.0,Year,2016,K02000001,,,250+,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
155.0,Year,2016,K02000001,,,Total,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
0.0,Year,2016,K02000001,,,0-4,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,5-9,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,250+,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2016,K02000001,,,Total,,Enterprise,0126,0126 : Growing of oleaginous fruits
5.0,Year,2016,K02000001,,,0-4,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,5-9,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2016,K02000001,,,250+,,Enterprise,0127,0127 : Growing of beverage crops
5.0,Year,2016,K02000001,,,Total,,Enterprise,0127,0127 : Growing of beverage crops
10.0,Year,2016,K02000001,,,0-4,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,5-9,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2016,K02000001,,,250+,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
10.0,Year,2016,K02000001,,,Total,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
75.0,Year,2016,K02000001,,,0-4,,Enterprise,0129,0129 : Growing of other perennial crops
10.0,Year,2016,K02000001,,,5-9,,Enterprise,0129,0129 : Growing of other perennial crops
5.0,Year,2016,K02000001,,,10-19,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2016,K02000001,,,250+,,Enterprise,0129,0129 : Growing of other perennial crops
90.0,Year,2016,K02000001,,,Total,,Enterprise,0129,0129 : Growing of other perennial crops
430.0,Year,2016,K02000001,,,0-4,,Enterprise,0130,0130 : Plant propagation
95.0,Year,2016,K02000001,,,5-9,,Enterprise,0130,0130 : Plant propagation
40.0,Year,2016,K02000001,,,10-19,,Enterprise,0130,0130 : Plant propagation
25.0,Year,2016,K02000001,,,20-49,,Enterprise,0130,0130 : Plant propagation
10.0,Year,2016,K02000001,,,50-99,,Enterprise,0130,0130 : Plant propagation
10.0,Year,2016,K02000001,,,100-249,,Enterprise,0130,0130 : Plant propagation
0.0,Year,2016,K02000001,,,250+,,Enterprise,0130,0130 : Plant propagation
610.0,Year,2016,K02000001,,,Total,,Enterprise,0130,0130 : Plant propagation
12570.0,Year,2016,K02000001,,,0-4,,Enterprise,0141,0141 : Raising of dairy cattle
1375.0,Year,2016,K02000001,,,5-9,,Enterprise,0141,0141 : Raising of dairy cattle
225.0,Year,2016,K02000001,,,10-19,,Enterprise,0141,0141 : Raising of dairy cattle
50.0,Year,2016,K02000001,,,20-49,,Enterprise,0141,0141 : Raising of dairy cattle
15.0,Year,2016,K02000001,,,50-99,,Enterprise,0141,0141 : Raising of dairy cattle
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0141,0141 : Raising of dairy cattle
0.0,Year,2016,K02000001,,,250+,,Enterprise,0141,0141 : Raising of dairy cattle
14235.0,Year,2016,K02000001,,,Total,,Enterprise,0141,0141 : Raising of dairy cattle
5395.0,Year,2016,K02000001,,,0-4,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
655.0,Year,2016,K02000001,,,5-9,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
60.0,Year,2016,K02000001,,,10-19,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
15.0,Year,2016,K02000001,,,20-49,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
0.0,Year,2016,K02000001,,,250+,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
6135.0,Year,2016,K02000001,,,Total,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
17715.0,Year,2016,K02000001,,,0-4,,Enterprise,0143,0143 : Raising of horses and other equines
815.0,Year,2016,K02000001,,,5-9,,Enterprise,0143,0143 : Raising of horses and other equines
65.0,Year,2016,K02000001,,,10-19,,Enterprise,0143,0143 : Raising of horses and other equines
20.0,Year,2016,K02000001,,,20-49,,Enterprise,0143,0143 : Raising of horses and other equines
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0143,0143 : Raising of horses and other equines
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0143,0143 : Raising of horses and other equines
0.0,Year,2016,K02000001,,,250+,,Enterprise,0143,0143 : Raising of horses and other equines
18625.0,Year,2016,K02000001,,,Total,,Enterprise,0143,0143 : Raising of horses and other equines
35.0,Year,2016,K02000001,,,0-4,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,5-9,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0144,0144 : Raising of camels and camelids
0.0,Year,2016,K02000001,,,250+,,Enterprise,0144,0144 : Raising of camels and camelids
35.0,Year,2016,K02000001,,,Total,,Enterprise,0144,0144 : Raising of camels and camelids
26130.0,Year,2016,K02000001,,,0-4,,Enterprise,0145,0145 : Raising of sheep and goats
1745.0,Year,2016,K02000001,,,5-9,,Enterprise,0145,0145 : Raising of sheep and goats
385.0,Year,2016,K02000001,,,10-19,,Enterprise,0145,0145 : Raising of sheep and goats
50.0,Year,2016,K02000001,,,20-49,,Enterprise,0145,0145 : Raising of sheep and goats
10.0,Year,2016,K02000001,,,50-99,,Enterprise,0145,0145 : Raising of sheep and goats
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0145,0145 : Raising of sheep and goats
0.0,Year,2016,K02000001,,,250+,,Enterprise,0145,0145 : Raising of sheep and goats
28320.0,Year,2016,K02000001,,,Total,,Enterprise,0145,0145 : Raising of sheep and goats
1255.0,Year,2016,K02000001,,,0-4,,Enterprise,0146,0146 : Raising of swine/pigs
205.0,Year,2016,K02000001,,,5-9,,Enterprise,0146,0146 : Raising of swine/pigs
60.0,Year,2016,K02000001,,,10-19,,Enterprise,0146,0146 : Raising of swine/pigs
20.0,Year,2016,K02000001,,,20-49,,Enterprise,0146,0146 : Raising of swine/pigs
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0146,0146 : Raising of swine/pigs
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0146,0146 : Raising of swine/pigs
0.0,Year,2016,K02000001,,,250+,,Enterprise,0146,0146 : Raising of swine/pigs
1545.0,Year,2016,K02000001,,,Total,,Enterprise,0146,0146 : Raising of swine/pigs
2390.0,Year,2016,K02000001,,,0-4,,Enterprise,0147,0147 : Raising of poultry
405.0,Year,2016,K02000001,,,5-9,,Enterprise,0147,0147 : Raising of poultry
125.0,Year,2016,K02000001,,,10-19,,Enterprise,0147,0147 : Raising of poultry
55.0,Year,2016,K02000001,,,20-49,,Enterprise,0147,0147 : Raising of poultry
20.0,Year,2016,K02000001,,,50-99,,Enterprise,0147,0147 : Raising of poultry
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0147,0147 : Raising of poultry
10.0,Year,2016,K02000001,,,250+,,Enterprise,0147,0147 : Raising of poultry
3010.0,Year,2016,K02000001,,,Total,,Enterprise,0147,0147 : Raising of poultry
1175.0,Year,2016,K02000001,,,0-4,,Enterprise,0149,0149 : Raising of other animals
115.0,Year,2016,K02000001,,,5-9,,Enterprise,0149,0149 : Raising of other animals
50.0,Year,2016,K02000001,,,10-19,,Enterprise,0149,0149 : Raising of other animals
30.0,Year,2016,K02000001,,,20-49,,Enterprise,0149,0149 : Raising of other animals
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0149,0149 : Raising of other animals
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0149,0149 : Raising of other animals
0.0,Year,2016,K02000001,,,250+,,Enterprise,0149,0149 : Raising of other animals
1375.0,Year,2016,K02000001,,,Total,,Enterprise,0149,0149 : Raising of other animals
26135.0,Year,2016,K02000001,,,0-4,,Enterprise,0150,0150 : Mixed farming
1975.0,Year,2016,K02000001,,,5-9,,Enterprise,0150,0150 : Mixed farming
480.0,Year,2016,K02000001,,,10-19,,Enterprise,0150,0150 : Mixed farming
125.0,Year,2016,K02000001,,,20-49,,Enterprise,0150,0150 : Mixed farming
35.0,Year,2016,K02000001,,,50-99,,Enterprise,0150,0150 : Mixed farming
15.0,Year,2016,K02000001,,,100-249,,Enterprise,0150,0150 : Mixed farming
5.0,Year,2016,K02000001,,,250+,,Enterprise,0150,0150 : Mixed farming
28770.0,Year,2016,K02000001,,,Total,,Enterprise,0150,0150 : Mixed farming
3345.0,Year,2016,K02000001,,,0-4,,Enterprise,0161,0161 : Support activities for crop production
315.0,Year,2016,K02000001,,,5-9,,Enterprise,0161,0161 : Support activities for crop production
130.0,Year,2016,K02000001,,,10-19,,Enterprise,0161,0161 : Support activities for crop production
45.0,Year,2016,K02000001,,,20-49,,Enterprise,0161,0161 : Support activities for crop production
10.0,Year,2016,K02000001,,,50-99,,Enterprise,0161,0161 : Support activities for crop production
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0161,0161 : Support activities for crop production
0.0,Year,2016,K02000001,,,250+,,Enterprise,0161,0161 : Support activities for crop production
3850.0,Year,2016,K02000001,,,Total,,Enterprise,0161,0161 : Support activities for crop production
1450.0,Year,2016,K02000001,,,0-4,,Enterprise,0162,0162 : Support activities for animal production
215.0,Year,2016,K02000001,,,5-9,,Enterprise,0162,0162 : Support activities for animal production
75.0,Year,2016,K02000001,,,10-19,,Enterprise,0162,0162 : Support activities for animal production
30.0,Year,2016,K02000001,,,20-49,,Enterprise,0162,0162 : Support activities for animal production
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0162,0162 : Support activities for animal production
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0162,0162 : Support activities for animal production
0.0,Year,2016,K02000001,,,250+,,Enterprise,0162,0162 : Support activities for animal production
1780.0,Year,2016,K02000001,,,Total,,Enterprise,0162,0162 : Support activities for animal production
35.0,Year,2016,K02000001,,,0-4,,Enterprise,0163,0163 : Post-harvest crop activities
10.0,Year,2016,K02000001,,,5-9,,Enterprise,0163,0163 : Post-harvest crop activities
5.0,Year,2016,K02000001,,,10-19,,Enterprise,0163,0163 : Post-harvest crop activities
5.0,Year,2016,K02000001,,,20-49,,Enterprise,0163,0163 : Post-harvest crop activities
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0163,0163 : Post-harvest crop activities
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0163,0163 : Post-harvest crop activities
0.0,Year,2016,K02000001,,,250+,,Enterprise,0163,0163 : Post-harvest crop activities
60.0,Year,2016,K02000001,,,Total,,Enterprise,0163,0163 : Post-harvest crop activities
5.0,Year,2016,K02000001,,,0-4,,Enterprise,0164,0164 : Seed processing for propagation
5.0,Year,2016,K02000001,,,5-9,,Enterprise,0164,0164 : Seed processing for propagation
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0164,0164 : Seed processing for propagation
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0164,0164 : Seed processing for propagation
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0164,0164 : Seed processing for propagation
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0164,0164 : Seed processing for propagation
0.0,Year,2016,K02000001,,,250+,,Enterprise,0164,0164 : Seed processing for propagation
10.0,Year,2016,K02000001,,,Total,,Enterprise,0164,0164 : Seed processing for propagation
195.0,Year,2016,K02000001,,,0-4,,Enterprise,0170,0170 : Hunting; trapping and related service activities
40.0,Year,2016,K02000001,,,5-9,,Enterprise,0170,0170 : Hunting; trapping and related service activities
15.0,Year,2016,K02000001,,,10-19,,Enterprise,0170,0170 : Hunting; trapping and related service activities
10.0,Year,2016,K02000001,,,20-49,,Enterprise,0170,0170 : Hunting; trapping and related service activities
5.0,Year,2016,K02000001,,,50-99,,Enterprise,0170,0170 : Hunting; trapping and related service activities
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0170,0170 : Hunting; trapping and related service activities
0.0,Year,2016,K02000001,,,250+,,Enterprise,0170,0170 : Hunting; trapping and related service activities
265.0,Year,2016,K02000001,,,Total,,Enterprise,0170,0170 : Hunting; trapping and related service activities
2025.0,Year,2016,K02000001,,,0-4,,Enterprise,0210,0210 : Silviculture and other forestry activities
245.0,Year,2016,K02000001,,,5-9,,Enterprise,0210,0210 : Silviculture and other forestry activities
90.0,Year,2016,K02000001,,,10-19,,Enterprise,0210,0210 : Silviculture and other forestry activities
45.0,Year,2016,K02000001,,,20-49,,Enterprise,0210,0210 : Silviculture and other forestry activities
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0210,0210 : Silviculture and other forestry activities
5.0,Year,2016,K02000001,,,100-249,,Enterprise,0210,0210 : Silviculture and other forestry activities
0.0,Year,2016,K02000001,,,250+,,Enterprise,0210,0210 : Silviculture and other forestry activities
2410.0,Year,2016,K02000001,,,Total,,Enterprise,0210,0210 : Silviculture and other forestry activities
525.0,Year,2016,K02000001,,,0-4,,Enterprise,0220,0220 : Logging
45.0,Year,2016,K02000001,,,5-9,,Enterprise,0220,0220 : Logging
10.0,Year,2016,K02000001,,,10-19,,Enterprise,0220,0220 : Logging
5.0,Year,2016,K02000001,,,20-49,,Enterprise,0220,0220 : Logging
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0220,0220 : Logging
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0220,0220 : Logging
0.0,Year,2016,K02000001,,,250+,,Enterprise,0220,0220 : Logging
585.0,Year,2016,K02000001,,,Total,,Enterprise,0220,0220 : Logging
5.0,Year,2016,K02000001,,,0-4,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,5-9,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,10-19,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
0.0,Year,2016,K02000001,,,250+,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
5.0,Year,2016,K02000001,,,Total,,Enterprise,0230,0230 : Gathering of wild growing non-wood products
925.0,Year,2016,K02000001,,,0-4,,Enterprise,0240,0240 : Support services to forestry
100.0,Year,2016,K02000001,,,5-9,,Enterprise,0240,0240 : Support services to forestry
25.0,Year,2016,K02000001,,,10-19,,Enterprise,0240,0240 : Support services to forestry
10.0,Year,2016,K02000001,,,20-49,,Enterprise,0240,0240 : Support services to forestry
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0240,0240 : Support services to forestry
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0240,0240 : Support services to forestry
0.0,Year,2016,K02000001,,,250+,,Enterprise,0240,0240 : Support services to forestry
1060.0,Year,2016,K02000001,,,Total,,Enterprise,0240,0240 : Support services to forestry
3095.0,Year,2016,K02000001,,,0-4,,Enterprise,0311,0311 : Marine fishing
170.0,Year,2016,K02000001,,,5-9,,Enterprise,0311,0311 : Marine fishing
75.0,Year,2016,K02000001,,,10-19,,Enterprise,0311,0311 : Marine fishing
5.0,Year,2016,K02000001,,,20-49,,Enterprise,0311,0311 : Marine fishing
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0311,0311 : Marine fishing
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0311,0311 : Marine fishing
0.0,Year,2016,K02000001,,,250+,,Enterprise,0311,0311 : Marine fishing
3345.0,Year,2016,K02000001,,,Total,,Enterprise,0311,0311 : Marine fishing
160.0,Year,2016,K02000001,,,0-4,,Enterprise,0312,0312 : Freshwater fishing
5.0,Year,2016,K02000001,,,5-9,,Enterprise,0312,0312 : Freshwater fishing
5.0,Year,2016,K02000001,,,10-19,,Enterprise,0312,0312 : Freshwater fishing
0.0,Year,2016,K02000001,,,20-49,,Enterprise,0312,0312 : Freshwater fishing
0.0,Year,2016,K02000001,,,50-99,,Enterprise,0312,0312 : Freshwater fishing
0.0,Year,2016,K02000001,,,100-249,,Enterprise,0312,0312 : Freshwater fishing
0.0,Year,2016,K02000001,,,250+,,Enterprise,0312,0312 : Freshwater fishing
170.0,Year,2016,K02000001,,,Total,,Enterprise,0312,0312 : Freshwater fishing
185.0,Year,2016,K02000001,,,0-4,,Enterprise,0321,0321 : Marine aquaculture
40.0,Year,2016,K02000001,,,5-9,,Enterprise,0321,0321 : Marine aquaculture
