V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
60.0,Year,2017,E12000003,,,Enterprise,0119,0119 : Growing of other non-perennial crops
120.0,Year,2017,E12000004,,,Enterprise,0119,0119 : Growing of other non-perennial crops
105.0,Year,2017,E12000005,,,Enterprise,0119,0119 : Growing of other non-perennial crops
135.0,Year,2017,E12000006,,,Enterprise,0119,0119 : Growing of other non-perennial crops
15.0,Year,2017,E12000007,,,Enterprise,0119,0119 : Growing of other non-perennial crops
180.0,Year,2017,E12000008,,,Enterprise,0119,0119 : Growing of other non-perennial crops
175.0,Year,2017,E12000009,,,Enterprise,0119,0119 : Growing of other non-perennial crops
10.0,Year,2017,W92000004,,,Enterprise,0119,0119 : Growing of other non-perennial crops
20.0,Year,2017,S92000003,,,Enterprise,0119,0119 : Growing of other non-perennial crops
15.0,Year,2017,N92000002,,,Enterprise,0119,0119 : Growing of other non-perennial crops
65.0,Year,2017,K02000001,,,Enterprise,0121,0121 : Growing of grapes
65.0,Year,2017,K03000001,,,Enterprise,0121,0121 : Growing of grapes
65.0,Year,2017,K04000001,,,Enterprise,0121,0121 : Growing of grapes
60.0,Year,2017,E92000001,,,Enterprise,0121,0121 : Growing of grapes
0.0,Year,2017,E12000001,,,Enterprise,0121,0121 : Growing of grapes
0.0,Year,2017,E12000002,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,E12000003,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,E12000004,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,E12000005,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,E12000006,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,E12000007,,,Enterprise,0121,0121 : Growing of grapes
25.0,Year,2017,E12000008,,,Enterprise,0121,0121 : Growing of grapes
10.0,Year,2017,E12000009,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,W92000004,,,Enterprise,0121,0121 : Growing of grapes
0.0,Year,2017,S92000003,,,Enterprise,0121,0121 : Growing of grapes
0.0,Year,2017,N92000002,,,Enterprise,0121,0121 : Growing of grapes
5.0,Year,2017,K02000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
5.0,Year,2017,K03000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
5.0,Year,2017,K04000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
5.0,Year,2017,E92000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000001,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000002,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000003,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000004,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000005,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000006,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
5.0,Year,2017,E12000007,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000008,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,E12000009,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,W92000004,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,S92000003,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,N92000002,,,Enterprise,0122,0122 : Growing of tropical and subtropical fruits
0.0,Year,2017,K02000001,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,K03000001,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,K04000001,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E92000001,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000001,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000002,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000003,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000004,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000005,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000006,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000007,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000008,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,E12000009,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,W92000004,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,S92000003,,,Enterprise,0123,0123 : Growing of citrus fruits
0.0,Year,2017,N92000002,,,Enterprise,0123,0123 : Growing of citrus fruits
905.0,Year,2017,K02000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
890.0,Year,2017,K03000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
870.0,Year,2017,K04000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
860.0,Year,2017,E92000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
5.0,Year,2017,E12000001,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
30.0,Year,2017,E12000002,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
10.0,Year,2017,E12000003,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
15.0,Year,2017,E12000004,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
180.0,Year,2017,E12000005,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
115.0,Year,2017,E12000006,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
15.0,Year,2017,E12000007,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
260.0,Year,2017,E12000008,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
230.0,Year,2017,E12000009,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
10.0,Year,2017,W92000004,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
20.0,Year,2017,S92000003,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
15.0,Year,2017,N92000002,,,Enterprise,0124,0124 : Growing of pome fruits and stone fruits
155.0,Year,2017,K02000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
150.0,Year,2017,K03000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
145.0,Year,2017,K04000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
140.0,Year,2017,E92000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
0.0,Year,2017,E12000001,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,E12000002,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,E12000003,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,E12000004,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
30.0,Year,2017,E12000005,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
25.0,Year,2017,E12000006,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,E12000007,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
30.0,Year,2017,E12000008,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
35.0,Year,2017,E12000009,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,W92000004,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,S92000003,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
5.0,Year,2017,N92000002,,,Enterprise,0125,0125 : Growing of other tree and bush fruits and nuts
0.0,Year,2017,K02000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,K03000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,K04000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E92000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000001,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000002,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000003,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000004,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000005,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000006,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000007,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000008,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,E12000009,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,W92000004,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,S92000003,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,N92000002,,,Enterprise,0126,0126 : Growing of oleaginous fruits
0.0,Year,2017,K02000001,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,K03000001,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,K04000001,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E92000001,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000001,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000002,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000003,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000004,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000005,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000006,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000007,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000008,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,E12000009,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,W92000004,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,S92000003,,,Enterprise,0127,0127 : Growing of beverage crops
0.0,Year,2017,N92000002,,,Enterprise,0127,0127 : Growing of beverage crops
15.0,Year,2017,K02000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
15.0,Year,2017,K03000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
15.0,Year,2017,K04000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
15.0,Year,2017,E92000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000001,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000002,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000003,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000004,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000005,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,E12000006,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
5.0,Year,2017,E12000007,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
5.0,Year,2017,E12000008,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
5.0,Year,2017,E12000009,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,W92000004,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,S92000003,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
0.0,Year,2017,N92000002,,,Enterprise,0128,0128 : Growing of spices; aromatic; drug and pharmaceutical crops
90.0,Year,2017,K02000001,,,Enterprise,0129,0129 : Growing of other perennial crops
85.0,Year,2017,K03000001,,,Enterprise,0129,0129 : Growing of other perennial crops
75.0,Year,2017,K04000001,,,Enterprise,0129,0129 : Growing of other perennial crops
70.0,Year,2017,E92000001,,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2017,E12000001,,,Enterprise,0129,0129 : Growing of other perennial crops
5.0,Year,2017,E12000002,,,Enterprise,0129,0129 : Growing of other perennial crops
5.0,Year,2017,E12000003,,,Enterprise,0129,0129 : Growing of other perennial crops
10.0,Year,2017,E12000004,,,Enterprise,0129,0129 : Growing of other perennial crops
10.0,Year,2017,E12000005,,,Enterprise,0129,0129 : Growing of other perennial crops
15.0,Year,2017,E12000006,,,Enterprise,0129,0129 : Growing of other perennial crops
0.0,Year,2017,E12000007,,,Enterprise,0129,0129 : Growing of other perennial crops
10.0,Year,2017,E12000008,,,Enterprise,0129,0129 : Growing of other perennial crops
15.0,Year,2017,E12000009,,,Enterprise,0129,0129 : Growing of other perennial crops
5.0,Year,2017,W92000004,,,Enterprise,0129,0129 : Growing of other perennial crops
10.0,Year,2017,S92000003,,,Enterprise,0129,0129 : Growing of other perennial crops
5.0,Year,2017,N92000002,,,Enterprise,0129,0129 : Growing of other perennial crops
610.0,Year,2017,K02000001,,,Enterprise,0130,0130 : Plant propagation
595.0,Year,2017,K03000001,,,Enterprise,0130,0130 : Plant propagation
575.0,Year,2017,K04000001,,,Enterprise,0130,0130 : Plant propagation
560.0,Year,2017,E92000001,,,Enterprise,0130,0130 : Plant propagation
10.0,Year,2017,E12000001,,,Enterprise,0130,0130 : Plant propagation
55.0,Year,2017,E12000002,,,Enterprise,0130,0130 : Plant propagation
40.0,Year,2017,E12000003,,,Enterprise,0130,0130 : Plant propagation
80.0,Year,2017,E12000004,,,Enterprise,0130,0130 : Plant propagation
55.0,Year,2017,E12000005,,,Enterprise,0130,0130 : Plant propagation
100.0,Year,2017,E12000006,,,Enterprise,0130,0130 : Plant propagation
20.0,Year,2017,E12000007,,,Enterprise,0130,0130 : Plant propagation
115.0,Year,2017,E12000008,,,Enterprise,0130,0130 : Plant propagation
85.0,Year,2017,E12000009,,,Enterprise,0130,0130 : Plant propagation
15.0,Year,2017,W92000004,,,Enterprise,0130,0130 : Plant propagation
20.0,Year,2017,S92000003,,,Enterprise,0130,0130 : Plant propagation
15.0,Year,2017,N92000002,,,Enterprise,0130,0130 : Plant propagation
14235.0,Year,2017,K02000001,,,Enterprise,0141,0141 : Raising of dairy cattle
10440.0,Year,2017,K03000001,,,Enterprise,0141,0141 : Raising of dairy cattle
8630.0,Year,2017,K04000001,,,Enterprise,0141,0141 : Raising of dairy cattle
5795.0,Year,2017,E92000001,,,Enterprise,0141,0141 : Raising of dairy cattle
120.0,Year,2017,E12000001,,,Enterprise,0141,0141 : Raising of dairy cattle
1300.0,Year,2017,E12000002,,,Enterprise,0141,0141 : Raising of dairy cattle
510.0,Year,2017,E12000003,,,Enterprise,0141,0141 : Raising of dairy cattle
495.0,Year,2017,E12000004,,,Enterprise,0141,0141 : Raising of dairy cattle
870.0,Year,2017,E12000005,,,Enterprise,0141,0141 : Raising of dairy cattle
120.0,Year,2017,E12000006,,,Enterprise,0141,0141 : Raising of dairy cattle
10.0,Year,2017,E12000007,,,Enterprise,0141,0141 : Raising of dairy cattle
345.0,Year,2017,E12000008,,,Enterprise,0141,0141 : Raising of dairy cattle
2025.0,Year,2017,E12000009,,,Enterprise,0141,0141 : Raising of dairy cattle
2835.0,Year,2017,W92000004,,,Enterprise,0141,0141 : Raising of dairy cattle
1810.0,Year,2017,S92000003,,,Enterprise,0141,0141 : Raising of dairy cattle
3795.0,Year,2017,N92000002,,,Enterprise,0141,0141 : Raising of dairy cattle
6140.0,Year,2017,K02000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
4925.0,Year,2017,K03000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
4555.0,Year,2017,K04000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
4290.0,Year,2017,E92000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
120.0,Year,2017,E12000001,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
955.0,Year,2017,E12000002,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
490.0,Year,2017,E12000003,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
385.0,Year,2017,E12000004,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
585.0,Year,2017,E12000005,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
95.0,Year,2017,E12000006,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
5.0,Year,2017,E12000007,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
185.0,Year,2017,E12000008,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
1470.0,Year,2017,E12000009,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
265.0,Year,2017,W92000004,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
370.0,Year,2017,S92000003,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
1215.0,Year,2017,N92000002,,,Enterprise,0142,0142 : Raising of other cattle and buffaloes
18625.0,Year,2017,K02000001,,,Enterprise,0143,0143 : Raising of horses and other equines
18585.0,Year,2017,K03000001,,,Enterprise,0143,0143 : Raising of horses and other equines
18505.0,Year,2017,K04000001,,,Enterprise,0143,0143 : Raising of horses and other equines
18385.0,Year,2017,E92000001,,,Enterprise,0143,0143 : Raising of horses and other equines
920.0,Year,2017,E12000001,,,Enterprise,0143,0143 : Raising of horses and other equines
2975.0,Year,2017,E12000002,,,Enterprise,0143,0143 : Raising of horses and other equines
2070.0,Year,2017,E12000003,,,Enterprise,0143,0143 : Raising of horses and other equines
1495.0,Year,2017,E12000004,,,Enterprise,0143,0143 : Raising of horses and other equines
2630.0,Year,2017,E12000005,,,Enterprise,0143,0143 : Raising of horses and other equines
875.0,Year,2017,E12000006,,,Enterprise,0143,0143 : Raising of horses and other equines
60.0,Year,2017,E12000007,,,Enterprise,0143,0143 : Raising of horses and other equines
1950.0,Year,2017,E12000008,,,Enterprise,0143,0143 : Raising of horses and other equines
5410.0,Year,2017,E12000009,,,Enterprise,0143,0143 : Raising of horses and other equines
120.0,Year,2017,W92000004,,,Enterprise,0143,0143 : Raising of horses and other equines
80.0,Year,2017,S92000003,,,Enterprise,0143,0143 : Raising of horses and other equines
40.0,Year,2017,N92000002,,,Enterprise,0143,0143 : Raising of horses and other equines
