V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,Legal status_codelist,Legal status,SIC07_codelist,SIC07,Size Band_codelist,Size Band
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,01-03,"01-03 : Agriculture, forestry & fishing",,Total
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,0-4
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,5-9
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,10-19
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,20-49
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,50-99
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,100-249
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,250+
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,01-03,"01-03 : Agriculture, forestry & fishing",,Total
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,0-4
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,5-9
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,10-19
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,20-49
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,50-99
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,100-249
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,250+
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,01-03,"01-03 : Agriculture, forestry & fishing",,Total
500.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,0-4
105.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,5-9
50.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,10-19
35.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,20-49
5.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,50-99
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,100-249
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,250+
695.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,01-03,"01-03 : Agriculture, forestry & fishing",,Total
131205.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,0-4
12115.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,5-9
2970.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,10-19
1030.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,20-49
285.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,50-99
125.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,100-249
65.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,250+
147795.0,Year,2016,K02000001,,,Enterprise,Total,Total,01-03,"01-03 : Agriculture, forestry & fishing",,Total
72655.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,0-4
18410.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,5-9
13240.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,10-19
9770.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,20-49
3965.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,50-99
2390.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,100-249
1370.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,250+
121800.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),05-39,05-39 : Production,,Total
17165.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,0-4
1410.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,5-9
285.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,10-19
60.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,20-49
5.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,50-99
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,100-249
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,250+
18925.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,05-39,05-39 : Production,,Total
5325.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,0-4
1725.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,5-9
470.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,10-19
125.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,20-49
20.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,50-99
10.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,100-249
0.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,250+
7675.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,05-39,05-39 : Production,,Total
5.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,0-4
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,5-9
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,10-19
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,20-49
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,50-99
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,100-249
5.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,250+
10.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,05-39,05-39 : Production,,Total
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,0-4
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,5-9
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,10-19
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,20-49
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,50-99
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,100-249
5.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,250+
5.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,05-39,05-39 : Production,,Total
25.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,0-4
10.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,5-9
10.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,10-19
5.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,20-49
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,50-99
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,100-249
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,250+
50.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,05-39,05-39 : Production,,Total
280.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,0-4
80.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,5-9
30.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,10-19
10.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,20-49
5.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,50-99
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,100-249
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,250+
405.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,05-39,05-39 : Production,,Total
95455.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,0-4
21635.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,5-9
14035.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,10-19
9970.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,20-49
3995.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,50-99
2400.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,100-249
1380.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,250+
148870.0,Year,2016,K02000001,,,Enterprise,Total,Total,05-39,05-39 : Production,,Total
199795.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,0-4
23340.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,5-9
10965.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,10-19
4905.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,20-49
1365.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,50-99
535.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,100-249
300.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,250+
241205.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),41-43,41-43 : Construction,,Total
59775.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,0-4
2155.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,5-9
250.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,10-19
15.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,20-49
5.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,50-99
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,100-249
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,250+
62200.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,41-43,41-43 : Construction,,Total
13355.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,0-4
1970.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,5-9
340.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,10-19
65.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,20-49
5.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,50-99
0.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,100-249
0.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,250+
15735.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,41-43,41-43 : Construction,,Total
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,0-4
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,5-9
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,10-19
5.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,20-49
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,50-99
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,100-249
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,250+
5.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,41-43,41-43 : Construction,,Total
5.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,0-4
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,5-9
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,10-19
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,20-49
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,50-99
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,100-249
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,250+
5.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,41-43,41-43 : Construction,,Total
5.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,0-4
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,5-9
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,10-19
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,20-49
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,50-99
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,100-249
5.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,250+
10.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,Total
625.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,0-4
40.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,5-9
25.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,10-19
5.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,20-49
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,50-99
5.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,100-249
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,250+
700.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,Total
273560.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,0-4
27505.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,5-9
11580.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,10-19
4995.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,20-49
1375.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,50-99
540.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,100-249
305.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,250+
319860.0,Year,2016,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,Total
32350.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,0-4
8920.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,5-9
3470.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,10-19
1615.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,20-49
460.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,50-99
295.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,100-249
185.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,250+
47295.0,Year,2016,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,Total
18100.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,0-4
1945.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,5-9
210.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,10-19
20.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,20-49
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,50-99
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,100-249
0.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,250+
20275.0,Year,2016,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,Total
5120.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,0-4
1905.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,5-9
375.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,10-19
65.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,20-49
10.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,50-99
0.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,100-249
0.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,250+
7475.0,Year,2016,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,Total
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,0-4
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,5-9
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,10-19
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,20-49
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,50-99
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,100-249
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,250+
0.0,Year,2016,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,Total
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,0-4
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,5-9
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,10-19
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,20-49
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,50-99
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,100-249
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,250+
0.0,Year,2016,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,Total
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,0-4
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,5-9
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,10-19
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,20-49
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,50-99
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,100-249
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,250+
0.0,Year,2016,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,Total
25.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,0-4
5.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,5-9
0.0,Year,2016,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,10-19
